row_index,key,contoh,googlecontoh
2543,akbar,rapat akbar,mass meeting
2551,akekun,para ibu membawa akekun berisi ikan ketika pulang dari pasar,mothers bring baskets filled with fish when they come home from the market
2563,akhir,suku kata yang akhir,final syllable
2564,akhir,pada akhir tahun ini,at the end of this year
2575,akhirat,perbuatan jahat akan mendapat hukuman di akhirat,Evil deeds will be punished in the afterlife
2576,akhirnya,akhirnya kita juga yang harus menderita rugi,"In the end, we are the ones who have to suffer losses"
2579,akhirusanah,khataman Al-Qur'an kali ini merupakan khataman akhirusanah menjelang bulan Ramadan,This time completing the Al-Quran is the final completion of the month before the month of Ramadan.
2580,akhlak,krisis akhlak; pendidikan akhlak,moral crisis; moral education
2587,akhlāqul-karīmah,pendidikan yang mencetak para sarjana yang berkarakter akhlāqul-karīmah dan mempunyai spesialisasi keilmuan,education that produces graduates who have noble character and have scientific specializations
2602,akibat,akibat gempa bumi itu ratusan penduduk kehilangan tempat tinggalnya,"As a result of the earthquake, hundreds of residents lost their homes."
2606,akik,batu akik,agate
2624,akla,"jika ingin memenangkan perlombaan, kita perlu memakai akla","If we want to win the race, we need to use our morals."
2625,aklamasi,usul itu diterima secara aklamasi,the proposal was accepted by acclamation
2636,akmal,Tuhan Yang akmal,God the Almighty
2645,akomodasi,dia bertugas menyiapkan akomodasi bagi para tamu yang datang dari luar daerah,He is in charge of preparing accommodation for guests who come from outside the area.
2667,akrab,dalam rapat itu terdapat suasana yang akrab,In the meeting there was a friendly atmosphere
2672,akreditasi,tim akreditasi sekolah,school accreditation team
2691,akrobatik,permainan akrobatik,acrobatic games
2791,aksen,suku kata yang mengandung pepet dalam bahasa Indonesia tidak mendapat aksen,syllables containing pepet in Indonesian do not get an accent
2792,aksen,aksen Jawanya sudah tidak terdengar lagi,the Javanese accent is no longer audible
2793,aksen,lukisan itu diberinya aksen tertentu agar kelihatan hidup,He gave the painting certain accents to make it look alive
2794,aksen,"pada huruf e itu terdapat aksen, yaitu tanda tambahan pada huruf yang banyak mengubah nilai fonetis","on the letter e there is an accent, which is an additional mark on the letter that changes the phonetic value a lot."
2799,aksentuasi,aksentuasi Rencana Pembangunan Lima Tahun adalah pada masalah pertanian,The emphasis of the Five Year Development Plan is on agricultural issues
2803,akseptabel,usulnya praktis dan akseptabel,the proposal is practical and acceptable
2804,akseptabel,tarian itu dianggap akseptabel untuk ditampilkan di depan tamu,the dance is considered acceptable to be performed in front of guests
2819,akses,seluruh pembangunan akses ini dibiayai oleh dana obligasi,all construction of this access is financed by bond funds
2831,aksesibel,fasilitas aksesibel,accessible facilities
2832,aksesibilitas,lewat forum itu dapat lebih dibudayakan aksesibilitas guru dan pers nasional kita,"Through this forum, accessibility for teachers and our national press can be further cultivated."
2833,aksesori,radio pada mobil merupakan aksesori yang digemari banyak konsumen,Car radio is an accessory that is popular with many consumers.
2834,aksesori,aksesori yang sedang digemari remaja saat ini adalah jepit rambut dan peniti berwarna sama dengan pakaian yang dikenakan,The accessories that are popular with teenagers today are hair clips and safety pins that are the same color as the clothes they are wearing.
2837,aksi,aksi pengumpulan dana,fundraising campaign
2838,aksi,aksi pembalasan,retaliatory action
2839,aksi,ia berjalan mondar-mandir dengan aksinya,he walks back and forth with his actions
2840,aksi,dasinya aksi benar,the tie is right action
2861,aksiologi,kita harus melembagakan dan membudayakan ilmu pada setiap domain epistemologi ataupun aksiologi profesi guru,we must institutionalize and cultivate knowledge in every epistemological or axiological domain of the teaching profession
2871,akta,akta kelahiran; akta perkawinan,birth certificate; marriage certificate
2892,aktif,ia aktif di bidang olahraga,he is active in sports
2893,aktif,neraca pembayaran aktif,active balance of payments
2895,aktif,nitrogen aktif,active nitrogen
2896,aktif,dia mengidap penyakit tuberkulosis aktif,he has active tuberculosis
2939,aktivitas,senior satu itu memang banyak aktivitasnya,That senior has a lot of activities
2972,aktual,cerita itu diangkat dari kejadian yang aktual,the story is taken from actual events
2974,aktual,berita aktual,current news
2975,aktualisasi,kasus ini sudah sampai pada suatu aktualisasi diri,This case has reached a point of self-actualization
2996,akuakultur,sudah saatnya pemerintah mengalihkan perhatiannya pada bidang akuakultur,it is time for the government to turn its attention to the aquaculture sector
3020,akuisisi,akuisisi bahasa ibu oleh anak-anak,acquisition of mother tongue by children
3021,akuisisi,akuisisi data direkam dan kemudian diproses komputer,data acquisition is recorded and then processed by the computer
3029,akulturasi,candi-candi yang ada sekarang merupakan bukti adanya akulturasi antara kebudayaan Indonesia dan kebudayaan India,The temples that exist today are evidence of acculturation between Indonesian and Indian culture.
3032,akumulasi,akumulasi modal,capital accumulation
3071,akupunktur,pengobatan dengan akupunktur sudah populer di Indonesia,Acupuncture treatment is already popular in Indonesia
3075,akur,saya akur saja dengan usulmu; rupanya orang-orang di kampung ini kurang akur,I agree with your suggestion; apparently the people in this village don't get along well.
3076,akur,salinan itu sudah akur dengan aslinya,the copy is accurate to the original
3077,akurasi,akurasi pemilihan kata pada laporan itu kurang baik,the accuracy of the word choice in the report is not good
3079,akurat,caranya bekerja sangat akurat; pukulannya yang akurat merepotkan lawan,his way of working is very accurate; his accurate blows trouble his opponents
3082,akustik,saraf akustik,acoustic nerve
3089,akut,penyediaan air bersih menjadi masalah yang akut,provision of clean water is an acute problem
3090,akut,sudut akut,acute angle
3125,ala,model ala Barat,western style
3130,alab,daun kangkung itu sangat alab; wajahnya sdh bertambah alab,The water spinach leaves are very alab; his face has become even more alab
3136,alah,tidak diketahui siapa yang alah dan siapa yang menang,It is not known who is the loser and who is the winner
3139,alah,"alah, dia saja tidak pernah datang ke rumah saya","Oh, he never even came to my house"
3162,alaihi salam,Nabi Sulaiman alaihi salam,Prophet Solomon (peace be upon him)
3168,alam,alam sekeliling,surrounding nature
3170,alam,alam pikiran; alam tumbuh-tumbuhan,realm of thought; realm of plants
3171,alam,hukum alam; ilmu alam,natural law; natural science
3172,alam,karet alam,natural rubber
3173,alam,alam semesta; syah alam,universe; the universe
3174,alam,alam Minangkabau,Minangkabau nature
3208,alamak,"alamak, terlambat aku","Oh my, I'm late"
3211,alamat,diberi alamat dengan bunyi meriam; mendungnya pekat alamat akan hujan,addressed with the sound of a cannon; The clouds are thick and it will rain
3212,alamat,empat kali menembak alamat itu tidak kena juga ark,four times shooting the address but still not hit ark
3213,alamat,alamat surat ini kurang jelas; ia menuliskan alamatnya di buku tamu,The address of this letter is unclear; he wrote his address in the guest book
3214,alamat,alamat buku ini ditulis dengan huruf besar-besar,the address of this book is written in capital letters
3220,alamete,pada alamete kios di sebelah rumah sudah tutup,at the address the kiosk next to the house is closed
3222,alamiah,"tanpa dipacu, anak-anak itu akan tumbuh secara alamiah","without being pushed, the children will grow naturally"
3226,alana,bapak menempelkan alana di kakinya yang tergigit ular,Father put alana on his leg which was bitten by a snake
3228,alang,ditariknya garis alang,the drawing of the line
3229,alang,alang muka perahu itu terbuat dari kayu yang kuat,the front of the boat is made of strong wood
3230,alang,alang kedai; alang balai; alang rumah,shop grass; alang bali; house grass
3233,alang,"saudara yang alang, bukan bungsu bukan sulung","the older brother, not the youngest, not the oldest"
3236,alang,hasil panen petani disimpan di dalam alang,farmers' harvests are stored in reeds
3243,alang-alang,adik saya tidak bisa masuk SD karena usianya alang-alang,My younger sibling can't go to elementary school because he's too young
3245,alang-alang,musim panen ikan kali ini tidak banyak didatangi alang-alang,This fish harvest season is not visited by many reeds
3247,alang-alangan,daripada bekerja alang-alangan lebih baik jangan bekerja sama sekali,"Instead of working in vain, it's better not to work at all"
3248,alang-alangan,ia memberinya bukan alang-alangan melainkan terlalu banyak,he gave him not reeds but too many
3249,alangan,segala alangan di jalan telah disingkirkan,all obstacles in the way have been removed
3250,alangan,"jika tidak ada alangan, ia hendak datang kemari dalam minggu ini","If there are no obstacles, he will come here this week"
3253,alangkah,alangkah indahnya pemandangan itu,what a beautiful view
3256,alansara,saya membeli alansara di warung,I bought alansara at the shop
3262,alap,berjalan alap santun berjalan perlahan-lahan dengan eloknya,"walk politely, walk slowly and beautifully"
3269,alar,"baru berumur tiga bulan, tetapi pohon keladi itu sudah mempunyai banyak alar","only three months old, but the taro tree already has many roots"
3274,alas,alas rumah,house base
3275,alas,alas cawan,cup base
3277,alas,ayam alas,ground chicken
3314,alasan,rasa kebangsaan adalah alasan yang kuat untuk menegakkan negara,a sense of nationality is a strong reason to uphold the state
3315,alasan,tidak ada alasan yang kuat untuk menolak usul itu,there is no strong reason to reject the proposal
3316,alasan,apa alasannya sehingga dia berbuat demikian,what was the reason why he did that?
3319,alat,perkakas; perabot: alat pertanian; alat tukang kayu,tools; furniture: agricultural tools; carpenter's tools
3320,alat,pelaksanaan keluarga berencana adalah alat untuk menurunkan angka kelahiran dan menaikkan taraf hidup rakyat,Implementation of family planning is a tool to reduce birth rates and increase people's standard of living.
3321,alat,mereka itu hanya dipakai sebagai alat untuk melemahkan semangat rakyat,they are only used as a tool to weaken the spirit of the people
3322,alat,alat pencium; alat perasa,olfactory organ; taste organ
3323,alat,alat negara,state apparatus
3324,alat,"alat kebesaran untuk upacara raja-raja, seperti mahkota, tongkat, payung, pedang, tunggul, bendera, dan umbul-umbul","ceremonial instruments for kings, such as crowns, sticks, umbrellas, swords, stumps, flags, and pennants"
3446,alau,petani sering memakai racun hama untuk membasmi alau di bulir padi yang baru berisi,Farmers often use pesticides to eradicate pests in newly filled rice grains.
3448,alawatae,alawatae terasa sangat panas,Alawatae feels very hot
3472,albinoid,kerbau albinoid,albinoid buffalo
3477,album,album terbarunya yang sudah muncul tahun ini berisi lagu ciptaannya sendiri,his latest album which has been released this year contains songs he wrote himself
3506,alegoris,para mahasiswa menyelenggarakan pawai alegoris,students held an allegorical parade
3512,alekna,perahu hias itu tampak cantik dengan alekna yang berukiran khas Maluku,The decorated boat looks beautiful with its alekna carved in typical Maluku style.
3558,alf,alf lailah wa lailah seribu satu malam,alf lailah wa lailah a thousand and one nights
3574,alfu,alfu lailah wa lailah seribu satu malam,alfu lailah wa lailah a thousand and one nights
3603,algoritma,pada sistem FM ini osilator dirangkaikan menurut pola modulasi frekuensi yang disebut algoritma,"In this FM system, the oscillator is connected according to a frequency modulation pattern called an algorithm."
3612,algoritmik,pendekatan algoritmik,algorithmic approach
3616,alhamdulillah,"alhamdulillah, kita telah terhindar dari bahaya","Thank God, we have avoided danger"
